listing_id,mean,host_is_superhost,host_id,host_since,host_response_time,host_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,price,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,calculated_host_listings_count
627625502277340800,0.8259375,FALSE,19645168,2014-08-07,within an hour,18,TRUE,Lake View,Entire home/apt,$154.00,48,4.88,4.9,4.85,5,4.92,4.85,2.71,17
627936924424435e3,0.7567358490566037,FALSE,36459240,2015-06-22,within an hour,19,TRUE,Near North Side,Entire home/apt,$168.00,53,4.75,4.83,4.91,5,4.98,4.66,2.9,6
628791325830556e3,0.7814782608695652,FALSE,36459240,2015-06-22,within an hour,19,TRUE,Near North Side,Entire home/apt,$211.00,46,4.88,4.81,4.88,4.92,4.94,4.71,2.45,6
628855874552199300,0.8281276595744681,TRUE,60129932,2016-02-23,within an hour,1,TRUE,Logan Square,Entire home/apt,$72.00,47,4.81,4.89,4.74,4.98,4.94,4.57,2.75,1
629099599551063600,0.7945272727272727,TRUE,98193524,2016-10-05,within an hour,41,TRUE,Loop,Entire home/apt,$170.00,55,4.87,4.91,4.93,4.95,4.98,4.82,2.93,26
629486854095921800,0.809537037037037,TRUE,36551019,2015-06-23,within an hour,1,TRUE,Avondale,Entire home/apt,$66.00,54,4.91,4.94,4.94,4.93,4.7,4.85,4.26,1
629861241193101600,0.7614615384615384,FALSE,458963453,2022-05-13,within an hour,1,TRUE,Near West Side,Entire home/apt,$130.00,39,4.56,4.59,4.79,4.85,4.54,4.59,2.12,1
631298805350651e3,0.8563421052631579,FALSE,373812774,2020-10-29,within a few hours,1,FALSE,Beverly,Entire home/apt,$139.00,38,4.74,4.63,4.97,4.97,4.95,4.68,2.16,1
633231151985915400,0.9081272727272728,TRUE,11022679,2014-01-04,within an hour,1,TRUE,Logan Square,Entire home/apt,$157.00,55,4.96,5,4.96,4.96,4.93,4.96,3.25,1
633433690826539900,0.91225,TRUE,425033860,2021-09-28,within an hour,8,TRUE,Loop,Entire home/apt,$600.00,44,5,4.98,5,4.98,4.95,4.89,2.87,1
633437532751176800,0.531975,FALSE,450973617,2022-03-23,within an hour,4,TRUE,Near West Side,Private room,$24.00,40,4.4,4.6,4.68,4.58,4.23,4.33,2.15,4
633519019612819600,0.897,TRUE,460623270,2022-05-23,within an hour,1,TRUE,Lincoln Park,Entire home/apt,$443.00,51,5,4.96,5,5,4.98,4.84,2.87,1
634310,0.8944523809523809,TRUE,2915265,2012-07-12,within a few hours,2,TRUE,Edgewater,Private room,$70.00,120,4.91,4.88,4.96,4.96,4.95,4.93,0.87,2
634612676327543400,0.822936170212766,FALSE,19645168,2014-08-07,within an hour,18,TRUE,Rogers Park,Entire home/apt,$307.00,47,4.83,4.72,4.96,4.91,4.89,4.68,2.57,17
635687858805931500,0.725625,TRUE,228485415,2018-12-01,within an hour,13,TRUE,West Ridge,Entire home/apt,$58.00,40,4.88,4.78,4.98,5,4.8,4.68,2.13,9
635748721684924900,0.8563333333333333,TRUE,3382417,2012-08-26,within an hour,10,TRUE,Lincoln Park,Entire home/apt,$110.00,57,4.86,4.75,4.86,4.84,4.96,4.77,3.29,7
6371861421631e5,0.7664210526315789,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$149.00,38,4.84,4.76,4.89,4.95,4.74,4.54,2.03,74
6374890,0.9074594594594596,FALSE,33221491,2015-05-12,within an hour,2,FALSE,West Town,Entire home/apt,$119.00,66,4.8,4.77,4.89,4.97,4.82,4.8,0.64,1
6.3975900687792794e+17,0.7958333333333333,TRUE,30728274,2015-04-06,within an hour,4,TRUE,Dunning,Entire home/apt,$83.00,54,4.93,4.89,4.91,4.98,4.85,4.93,3.52,2
640469965697816700,0.6917413793103449,FALSE,450973617,2022-03-23,within an hour,4,TRUE,Near West Side,Private room,$23.00,58,4.57,4.6,4.79,4.76,4.66,4.55,3.18,4
640491601982265600,0.5592666666666667,FALSE,450973617,2022-03-23,within an hour,4,TRUE,Near West Side,Private room,$23.00,60,4.63,4.67,4.7,4.78,4.48,4.68,3.37,4
64071037818702e4,0.8456363636363636,TRUE,402497267,2021-05-20,within an hour,4,TRUE,Near South Side,Entire home/apt,$223.00,44,4.87,4.85,4.85,4.98,4.91,4.83,5.32,4
641465120871879300,0.7721851851851852,TRUE,137088568,2017-06-26,within an hour,2,TRUE,Belmont Cragin,Entire home/apt,$369.00,54,4.83,4.85,4.96,4.87,4.63,4.85,3.08,1
643679403139470100,0.8025106382978724,TRUE,349230569,2020-06-08,within an hour,2,TRUE,Jefferson Park,Private room,$126.00,47,4.88,4.75,4.92,4.94,4.81,4.73,2.64,2
644289113021750800,0.6508,FALSE,377947515,2020-12-02,within an hour,14,TRUE,Hyde Park,Entire home/apt,$55.00,60,4.5,4.35,4.6,4.8,4.78,4.32,3.25,14
644304278514508900,0.6185945945945946,FALSE,377947515,2020-12-02,within an hour,14,TRUE,Hyde Park,Entire home/apt,$55.00,37,4.51,4.41,4.68,4.73,4.84,4.32,2.22,14
644730501256968400,0.7824186046511628,TRUE,130065939,2017-05-12,within a day,1,TRUE,Avondale,Entire home/apt,$120.00,43,4.88,4.81,4.98,4.91,4.98,4.72,2.56,1
644876126977164200,0.84094,TRUE,409349669,2021-06-26,within an hour,5,TRUE,Logan Square,Entire home/apt,$127.00,50,4.78,4.82,4.92,5,4.94,4.65,2.89,5
645517682076041200,0.740037037037037,TRUE,150639375,2017-09-14,within an hour,7,TRUE,North Lawndale,Entire home/apt,$65.00,54,4.83,4.94,4.74,4.93,4.5,4.74,3.45,7
646247008059024800,0.5986730769230769,FALSE,377947515,2020-12-02,within an hour,14,TRUE,Hyde Park,Entire home/apt,$55.00,52,4.35,4.5,4.46,4.56,4.67,4.23,2.86,14
646386647082376700,0.7545714285714286,TRUE,431019163,2021-11-08,within an hour,17,TRUE,Loop,Private room,$102.00,49,4.73,4.78,4.71,4.67,4.88,4.61,2.68,17
646443538868634600,0.7549333333333333,TRUE,135444795,2017-06-16,within an hour,2,TRUE,Douglas,Entire home/apt,$85.00,45,4.8,4.8,4.8,4.91,4.54,4.76,2.5,2
646557416547912400,0.7783529411764706,TRUE,463628004,2022-06-10,within an hour,1,TRUE,Logan Square,Entire home/apt,$135.00,51,4.94,5,4.98,4.88,4.8,4.8,2.88,1
647369974551666e3,0.7595897435897436,FALSE,316480624,2019-12-11,within an hour,16,TRUE,Edgewater,Entire home/apt,$60.00,39,4.69,4.62,4.74,4.85,4.76,4.56,2.13,15
648680183790580900,0.87462,TRUE,169297663,2018-01-22,within an hour,32,TRUE,West Town,Entire home/apt,$275.00,50,4.98,4.92,4.9,4.94,4.9,4.82,2.86,21
649476858911076600,0.8208163265306122,TRUE,212313279,2018-08-28,within an hour,31,TRUE,West Town,Entire home/apt,$119.00,49,4.9,4.88,4.84,5,4.98,4.86,2.72,20
649835066119290900,0.8778367346938776,TRUE,238814659,2019-01-24,within a few hours,3,TRUE,Douglas,Entire home/apt,$95.00,49,4.96,4.94,4.84,4.96,4.76,4.84,2.68,2
650109685913019900,0.9150212765957446,TRUE,21662891,2014-09-22,within an hour,1,TRUE,West Town,Entire home/apt,$292.00,47,5,4.98,5,5,5,4.87,2.87,1
6515667,0.7769818181818182,TRUE,683529,2011-06-09,within an hour,24,TRUE,Lincoln Park,Entire home/apt,$179.00,87,4.61,4.85,4.7,4.48,4.84,4.48,0.86,23
651742,0.8745094339622641,TRUE,2824576,2012-07-04,within a day,2,TRUE,Forest Glen,Private room,$75.00,103,4.93,4.91,4.9,4.93,4.81,4.9,0.78,2
6528643,0.8286078431372549,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$168.00,67,4.82,4.9,4.82,4.79,4.93,4.65,0.7,23
6528867,0.855390625,TRUE,683529,2011-06-09,within an hour,24,TRUE,Lincoln Park,Entire home/apt,$189.00,80,4.83,4.86,4.83,4.76,4.96,4.65,0.86,23
6528967,0.780725,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$208.00,52,4.71,4.88,4.69,4.46,4.85,4.46,0.57,23
654407641847270100,0.8734181818181818,TRUE,465428850,2022-06-21,within an hour,10,TRUE,Logan Square,Entire home/apt,$129.00,55,4.88,4.82,4.96,4.98,4.77,4.7,3.06,7
655296047998612500,0.7311228070175438,FALSE,243035563,2019-02-13,within an hour,42,TRUE,Near North Side,Entire home/apt,$434.00,57,4.85,4.73,4.86,4.86,4.97,4.66,3.22,42
655773181209614800,0.7041276595744681,FALSE,170785489,2018-01-30,within an hour,120,TRUE,Near North Side,Entire home/apt,$90.00,47,4.7,4.55,4.91,4.72,4.87,4.62,2.7,38
656554332722168400,0.6944054054054054,TRUE,458971964,2022-05-13,within an hour,9,TRUE,Lake View,Entire home/apt,$54.00,37,4.68,4.76,4.65,4.86,4.78,4.49,2.12,9
656580697499727500,0.7558372093023256,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Avondale,Entire home/apt,$50.00,43,4.79,4.95,4.77,4.91,4.49,4.81,2.49,9
656581427272696300,0.834,TRUE,458971964,2022-05-13,within an hour,9,TRUE,Lake View,Entire home/apt,$49.00,39,4.72,4.85,4.92,4.82,4.69,4.41,2.2,9
656605955477815600,0.8212391304347826,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Avondale,Entire home/apt,$55.00,46,4.93,4.83,4.87,4.96,4.83,4.72,2.64,9
656611752759203700,0.8178695652173913,TRUE,458971964,2022-05-13,within an hour,9,TRUE,Lake View,Entire home/apt,$42.00,46,4.89,4.87,4.85,4.93,4.83,4.74,2.61,9
656645264510338e3,0.8645,TRUE,458968716,2022-05-13,within an hour,10,TRUE,Lincoln Square,Entire home/apt,$52.00,42,4.88,4.88,4.86,4.95,4.88,4.79,2.36,10
6576714,0.8486052631578948,TRUE,34396037,2015-05-27,within an hour,2,TRUE,Woodlawn,Private room,$83.00,126,4.93,4.9,4.95,4.96,4.61,4.85,1.22,1
657920467258249600,0.7414339622641509,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Portage Park,Entire home/apt,$50.00,53,4.75,4.89,4.92,4.89,4.81,4.7,2.98,9
658020245147652500,0.7893076923076923,TRUE,372044115,2020-10-15,within an hour,4,TRUE,Woodlawn,Entire home/apt,$88.00,39,4.95,4.92,4.92,4.97,4.36,4.87,2.57,4
660372479053616100,0.7383958333333334,TRUE,178542777,2018-03-15,within an hour,12,TRUE,Rogers Park,Private room,$58.00,48,4.83,4.81,4.9,4.94,4.58,4.88,3.6,1
660789081927553800,0.618890625,FALSE,47172572,2015-10-22,within an hour,55,TRUE,West Town,Entire home/apt,$77.00,64,4,3.88,4.67,4.38,4.86,4.06,3.65,55
661019046748672600,0.7486578947368421,TRUE,458968716,2022-05-13,within an hour,10,TRUE,Lincoln Square,Entire home/apt,$50.00,38,4.84,4.92,4.95,4.95,4.89,4.74,2.28,10
662002660738084e3,0.7070350877192982,FALSE,241577283,2019-02-06,within an hour,2,TRUE,Woodlawn,Entire home/apt,$140.00,57,4.56,4.51,4.84,4.91,4.32,4.53,3.53,2
662034,0.8558536585365853,TRUE,2824576,2012-07-04,within a day,2,TRUE,Forest Glen,Private room,$70.00,91,4.92,4.97,4.95,4.94,4.82,4.91,0.73,2
662573452641798700,0.6205,FALSE,23612069,2014-11-11,within a few hours,14,TRUE,Near North Side,Entire home/apt,$149.00,38,4.45,4.47,4.79,4.79,4.97,4.55,2.24,14
662863617887991200,0.7756727272727273,FALSE,23612069,2014-11-11,within a few hours,14,TRUE,Near North Side,Entire home/apt,$119.00,55,4.82,4.73,4.89,4.82,4.96,4.76,3.22,14
662869554265604200,0.5588541666666667,FALSE,23612069,2014-11-11,within a few hours,14,TRUE,Near North Side,Entire home/apt,$145.00,48,4.48,4.23,4.85,4.6,4.96,4.4,2.74,14
664564069160624500,0.827046875,TRUE,459628553,2022-05-17,within an hour,9,TRUE,Lake View,Entire home/apt,$52.00,64,4.8,4.8,4.84,4.84,4.89,4.72,3.83,7
664580338277962600,0.8073076923076923,TRUE,459240409,2022-05-15,within an hour,10,TRUE,Lake View,Entire home/apt,$53.00,39,4.78,4.88,4.78,4.95,4.98,4.78,2.3,10
664586802840910600,0.8644821428571429,TRUE,459240409,2022-05-15,within an hour,10,TRUE,West Town,Entire home/apt,$52.00,56,4.86,4.73,4.8,4.91,4.93,4.86,3.43,10
664725623771057800,0.820047619047619,TRUE,467896043,2022-07-05,within an hour,1,TRUE,Lake View,Entire home/apt,$381.00,42,4.95,4.91,4.98,5,5,4.93,2.64,1
665102181619045200,0.7698571428571429,TRUE,459628553,2022-05-17,within an hour,9,TRUE,Uptown,Entire home/apt,$52.00,56,4.79,4.73,4.84,4.91,4.82,4.64,3.3,7
665135946672819600,0.7710754716981132,TRUE,459628553,2022-05-17,within an hour,9,TRUE,Lake View,Entire home/apt,$53.00,53,4.92,4.92,4.94,5,4.96,4.87,3.29,7
665211485835689100,0.6856222222222222,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Avondale,Entire home/apt,$53.00,45,4.74,4.7,4.78,4.85,4.5,4.57,2.83,9
665273971107858800,0.7716216216216216,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Lake View,Entire home/apt,$45.00,37,4.89,4.76,4.7,5,4.95,4.68,2.23,9
665299285912865200,0.7843728813559322,TRUE,459240409,2022-05-15,within an hour,10,TRUE,Lake View,Entire home/apt,$52.00,59,4.85,4.83,4.92,4.93,4.98,4.83,3.48,10
665311523470413400,0.8072142857142858,TRUE,459240409,2022-05-15,within an hour,10,TRUE,Lake View,Entire home/apt,$53.00,56,4.91,4.96,4.95,4.96,4.98,4.88,3.33,10
666700003558414800,0.6912156862745098,FALSE,87355152,2016-08-01,within an hour,5,TRUE,Humboldt Park,Entire home/apt,$68.00,51,4.53,4.43,4.86,4.94,4.59,4.57,3.07,5
668226569851234800,0.8215833333333333,TRUE,70332680,2016-05-04,within an hour,4,TRUE,West Town,Entire home/apt,$99.00,36,4.83,4.97,4.83,5,4.97,4.67,2.17,4
668932652455639e3,0.8085409836065574,TRUE,407186551,2021-06-14,within an hour,2,FALSE,Chicago Lawn,Entire home/apt,$127.00,61,4.79,4.8,4.9,4.93,4.66,4.59,4.05,2
669783943010412800,0.7024363636363636,FALSE,243035563,2019-02-13,within an hour,42,TRUE,Near South Side,Entire home/apt,$171.00,55,4.82,4.71,4.87,4.96,4.75,4.65,3.2,42
670418668660434300,0.8049807692307692,TRUE,458968716,2022-05-13,within an hour,10,TRUE,Lincoln Square,Entire home/apt,$59.00,52,4.75,4.77,4.77,4.87,4.96,4.56,3.12,10
671643238802934e3,0.5883055555555555,TRUE,431019163,2021-11-08,within an hour,17,TRUE,Loop,Private room,$102.00,36,4.67,4.72,4.78,4.81,4.97,4.58,2.14,17
6716477,0.807025641025641,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$205.00,56,4.66,4.91,4.82,4.66,4.93,4.55,0.55,23
6716705,0.7232391304347826,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$221.00,60,4.67,4.83,4.59,4.4,4.9,4.56,0.6,23
673333633058832400,0.8315581395348837,TRUE,53986909,2016-01-09,within an hour,3,TRUE,Lake View,Entire home/apt,$150.00,43,4.91,4.81,4.93,5,4.81,4.74,2.66,2
673811607344084e3,0.8450178571428572,TRUE,32205653,2015-04-29,within an hour,1,TRUE,Irving Park,Entire home/apt,$120.00,56,4.98,4.96,4.96,4.98,4.88,4.91,3.56,1
673941096965423200,0.8506458333333333,TRUE,3230291,2012-08-11,within an hour,16,TRUE,Lake View,Entire home/apt,$66.00,48,4.9,4.9,4.98,4.98,4.84,4.84,3.24,16
673953255538696400,0.8627894736842106,TRUE,25965083,2015-01-11,within an hour,1,TRUE,Bridgeport,Entire home/apt,$161.00,38,5,5,4.97,5,4.87,5,3.08,1
673989649924745500,0.8503125,TRUE,440050189,2022-01-11,within an hour,9,TRUE,Uptown,Entire home/apt,$52.00,48,4.94,4.88,4.94,4.98,4.79,4.83,2.93,9
675337213312155300,0.8054736842105263,TRUE,66223998,2016-04-07,within an hour,3,FALSE,Logan Square,Entire home/apt,$141.00,38,4.87,4.82,4.89,4.97,4.87,4.87,2.48,3
6.7540208071992806e+17,0.8359384615384615,TRUE,212313279,2018-08-28,within an hour,31,TRUE,Lincoln Park,Entire home/apt,$156.00,65,4.82,4.86,4.97,4.92,4.92,4.8,3.85,20
675971470747654900,0.9361,TRUE,10713688,2013-12-19,within an hour,3,TRUE,West Town,Entire home/apt,$258.00,60,4.95,4.97,4.98,5,4.98,4.87,3.56,3
676133475589371900,0.8202790697674418,FALSE,19645168,2014-08-07,within an hour,18,TRUE,Irving Park,Entire home/apt,$324.00,43,4.98,4.81,5,4.98,4.88,4.93,2.59,17
676184576758601500,0.8437719298245614,TRUE,470831028,2022-07-21,within an hour,1,TRUE,Albany Park,Entire home/apt,$947.00,57,4.89,4.82,4.89,4.88,4.93,4.86,3.48,1
676247236923508e3,0.923186046511628,TRUE,5461480,2013-03-14,within a day,1,TRUE,Logan Square,Entire home/apt,$118.00,43,5,5,5,4.98,4.95,4.98,2.69,1
6780171,0.7708888888888888,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$154.00,56,4.86,4.98,4.82,4.73,4.98,4.79,0.58,23
678982415479273200,0.7091052631578947,TRUE,356154157,2020-07-13,within an hour,9,TRUE,Uptown,Entire home/apt,$54.00,38,4.77,4.77,4.77,4.79,4.74,4.72,2.55,9
678991419755174500,0.7037631578947369,TRUE,327709604,2020-01-15,within an hour,9,TRUE,West Ridge,Entire home/apt,$50.00,38,4.66,4.79,4.79,4.82,4.39,4.63,2.45,9
679007528457398500,0.7944905660377358,TRUE,356154157,2020-07-13,within an hour,9,TRUE,Uptown,Entire home/apt,$54.00,53,4.83,4.83,4.91,4.89,4.87,4.62,3.15,9
679028957276219e3,0.8135897435897436,TRUE,49384115,2015-11-18,within a few hours,2,TRUE,Albany Park,Entire home/apt,$103.00,39,4.92,4.92,4.9,4.95,4.77,4.9,3.02,1
6793653,0.7407234042553191,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$226.00,58,4.72,4.71,4.76,4.64,4.81,4.59,0.58,23
680402798369153200,0.8209047619047619,TRUE,94706541,2016-09-11,within an hour,2,TRUE,Logan Square,Private room,$75.00,42,4.86,4.47,4.93,5,5,4.95,2.49,2
681808293678686200,0.7790277777777778,TRUE,459457994,2022-05-16,within an hour,9,TRUE,Portage Park,Entire home/apt,$49.00,36,4.75,4.86,4.83,4.94,4.72,4.61,2.23,9
685089115723500200,0.6935277777777777,FALSE,243035563,2019-02-13,within an hour,42,TRUE,Near South Side,Entire home/apt,$158.00,36,4.72,4.86,4.64,4.78,4.61,4.61,2.22,42
6853688,0.8608974358974358,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$157.00,49,4.8,4.96,4.92,4.73,4.92,4.61,0.53,23
6853914,0.853,TRUE,683529,2011-06-09,within an hour,24,TRUE,North Center,Entire home/apt,$228.00,57,4.61,4.72,4.77,4.6,4.88,4.53,0.59,23
6854069,0.7809056603773585,TRUE,683529,2011-06-09,within an hour,24,TRUE,Lincoln Park,Entire home/apt,$171.00,84,4.75,4.95,4.76,4.55,4.95,4.39,0.88,23
685640994179773800,0.7590425531914894,TRUE,150639375,2017-09-14,within an hour,7,TRUE,Logan Square,Entire home/apt,$77.00,47,4.85,4.65,4.96,4.96,4.73,4.67,3,7
685645347475225500,0.8259622641509434,TRUE,440050189,2022-01-11,within an hour,9,TRUE,Uptown,Entire home/apt,$52.00,53,4.81,4.74,4.92,4.96,4.7,4.77,3.24,9
685654926593630500,0.8225740740740741,TRUE,440050189,2022-01-11,within an hour,9,TRUE,Uptown,Entire home/apt,$50.00,54,4.89,4.8,4.83,4.98,4.85,4.8,3.36,9
686043085948148700,0.714425,FALSE,287563603,2019-08-20,within a day,1,TRUE,Logan Square,Entire home/apt,$133.00,40,4.73,4.53,4.9,4.95,4.73,4.75,2.82,1
686240222647510300,0.7861777777777778,TRUE,356154157,2020-07-13,within an hour,9,TRUE,Rogers Park,Entire home/apt,$52.00,45,4.87,4.96,4.51,4.91,4.91,4.82,3.01,9
6863046,0.785,TRUE,683529,2011-06-09,within an hour,24,TRUE,Lincoln Park,Entire home/apt,$192.00,61,4.75,4.93,4.85,4.74,4.97,4.64,0.61,23
687992663325028600,0.8822391304347826,TRUE,264175196,2019-05-25,within an hour,1,FALSE,Near North Side,Entire home/apt,$350.00,46,4.98,4.96,4.96,5,4.98,4.89,3.19,1
688377863299748900,0.6793902439024391,TRUE,459240409,2022-05-15,within an hour,10,TRUE,Portage Park,Entire home/apt,$49.00,41,4.76,4.76,4.5,4.83,4.76,4.57,2.61,10
689051527021224800,0.8161086956521739,TRUE,79579621,2016-06-23,within a few hours,1,TRUE,Portage Park,Entire home/apt,$105.00,46,4.85,4.91,4.91,4.98,4.63,4.72,3.17,1
689796024545543e3,0.7567105263157895,FALSE,37095719,2015-06-29,within an hour,17,TRUE,Near North Side,Entire home/apt,$299.00,38,4.66,4.58,4.66,4.76,5,4.42,2.32,6
689867740143166200,0.757,TRUE,60361495,2016-02-25,within an hour,1,TRUE,Lake View,Private room,$60.00,55,4.82,4.67,4.93,4.91,4.91,4.8,3.4,1
690633231419904500,0.7468245614035087,TRUE,473817080,2022-08-07,within an hour,10,TRUE,Lake View,Entire home/apt,$75.00,57,4.84,4.91,4.75,4.89,4.91,4.63,3.53,8
690645890675474e3,0.8442909090909091,TRUE,473817080,2022-08-07,within an hour,10,TRUE,Lake View,Entire home/apt,$49.00,55,4.87,4.89,4.65,4.93,4.87,4.84,3.42,8
690658313840014600,0.7745510204081633,TRUE,473517586,2022-08-05,within an hour,9,TRUE,Lake View,Entire home/apt,$53.00,49,4.78,4.86,4.71,4.96,4.67,4.71,3.24,8
691309129299425200,0.6853214285714285,FALSE,435105119,2021-12-07,within an hour,42,FALSE,Near North Side,Entire home/apt,$123.00,56,4.73,4.91,4.73,4.68,4.93,4.68,3.44,41
691316273218731600,0.5951276595744681,FALSE,435105119,2021-12-07,within an hour,42,FALSE,Near North Side,Entire home/apt,$144.00,47,4.51,4.72,4.55,4.6,4.79,4.36,2.97,41
6913220481059e5,0.8041,FALSE,435105119,2021-12-07,within an hour,42,FALSE,Near North Side,Entire home/apt,$316.00,40,4.83,4.93,4.93,4.88,5,4.73,2.58,41
691823613932299500,0.6757692307692308,FALSE,47172572,2015-10-22,within an hour,55,TRUE,Near North Side,Entire home/apt,$81.00,65,4.52,4.52,4.73,4.73,4.97,4.42,4.09,55
691839303832373200,0.7048108108108108,FALSE,82313567,2016-07-07,within an hour,2,TRUE,New City,Entire home/apt,$119.00,37,4.47,4.5,4.89,4.82,4.63,4.55,2.36,2
692059645530733800,0.7884912280701755,TRUE,473517586,2022-08-05,within an hour,9,TRUE,Uptown,Entire home/apt,$55.00,57,4.84,4.93,4.89,4.96,4.81,4.74,3.58,8
692204814924686300,0.6432608695652174,FALSE,170785489,2018-01-30,within an hour,120,TRUE,Near North Side,Entire home/apt,$119.00,46,4.59,4.63,4.83,4.8,4.67,4.39,2.83,38
692230702979624300,0.86358,TRUE,474739307,2022-08-12,within a few hours,1,TRUE,West Town,Entire home/apt,$225.00,50,5,5,4.96,5,4.96,4.92,3.25,1
692685186407794e3,0.68576,FALSE,371715922,2020-10-12,within an hour,1,TRUE,South Shore,Entire home/apt,$134.00,50,4.64,4.6,4.78,4.86,4.14,4.54,3.09,1
693600211946568700,0.7767755102040816,TRUE,329953971,2020-01-22,within an hour,1,TRUE,Lower West Side,Entire home/apt,$125.00,49,4.92,4.96,4.94,4.98,4.69,4.73,3.48,1
695549066594572500,0.6415853658536586,FALSE,47172572,2015-10-22,within an hour,55,TRUE,Kenwood,Entire home/apt,$46.00,41,4.4,4.31,4.71,4.69,4.67,4.17,2.54,55
699280220847287e3,0.5222727272727272,TRUE,126543638,2017-04-19,within an hour,4,TRUE,Lower West Side,Entire home/apt,$90.00,44,4.84,4.87,4.98,4.87,4.82,4.8,2.87,4
700201917924451500,0.7869512195121952,TRUE,81985803,2016-07-05,within an hour,2,FALSE,Uptown,Entire home/apt,$90.00,41,4.83,4.9,4.93,5,4.9,4.63,2.78,2
700788215071379700,0.7421764705882353,TRUE,252439483,2019-03-31,within an hour,1,TRUE,West Town,Entire home/apt,$194.00,51,4.92,4.94,4.78,4.84,4.78,4.8,3.58,1
700914982443955300,0.709175,FALSE,24364872,2014-12-01,within an hour,1,TRUE,Edgewater,Entire home/apt,$194.00,40,4.75,4.83,5,4.9,4.93,4.75,2.55,1
701678386029960700,0.7491636363636364,TRUE,476748763,2022-08-25,within an hour,1,FALSE,Mckinley Park,Entire home/apt,$175.00,55,4.73,4.79,4.52,4.77,4.41,4.63,4.66,1
702073463088134100,0.7460277777777777,FALSE,36459240,2015-06-22,within an hour,19,TRUE,Near North Side,Entire home/apt,$288.00,36,4.78,4.81,4.78,4.78,5,4.75,2.45,6
702291512504420500,0.8201666666666667,TRUE,212313279,2018-08-28,within an hour,31,TRUE,Near North Side,Entire home/apt,$129.00,42,4.86,4.93,4.93,5,4.9,4.79,2.67,20
702836880005307300,0.6843170731707316,FALSE,238767044,2019-01-24,within an hour,7,TRUE,West Town,Entire home/apt,$137.00,41,4.73,4.44,4.66,4.8,4.9,4.56,2.67,7
703824700652249100,0.90105,TRUE,30497462,2015-04-02,within an hour,1,TRUE,North Lawndale,Entire home/apt,$218.00,40,4.93,4.85,4.88,5,4.5,4.85,2.63,1
704582593768746400,0.8643061224489795,TRUE,212313279,2018-08-28,within an hour,31,TRUE,Near North Side,Entire home/apt,$123.00,49,4.88,4.94,4.9,4.96,4.92,4.76,3.21,20
705707747440509400,0.8014324324324325,FALSE,52165552,2015-12-24,within an hour,4,TRUE,North Center,Entire home/apt,$97.00,37,4.78,4.92,4.86,4.92,4.97,4.84,2.42,3
705914490824443400,0.7535945945945945,TRUE,169297663,2018-01-22,within an hour,32,TRUE,Logan Square,Entire home/apt,$90.00,37,4.89,4.95,4.79,4.95,4.92,4.84,2.39,21
707169667473381400,0.8968297872340425,TRUE,266081133,2019-06-03,within an hour,1,TRUE,Lincoln Park,Entire home/apt,$343.00,47,4.83,4.92,4.98,4.96,4.92,4.81,3.7,1
707464301416192100,0.6599736842105263,FALSE,170785489,2018-01-30,within an hour,120,TRUE,Lincoln Park,Entire home/apt,$84.00,38,4.64,4.69,4.95,4.87,4.85,4.69,2.47,38
710833156787651100,0.8694347826086957,TRUE,54420130,2016-01-12,within an hour,1,TRUE,West Town,Entire home/apt,$119.00,46,5,5,5,5,4.98,4.96,3.22,1
711021620651724e3,0.8403387096774193,TRUE,459457994,2022-05-16,within an hour,9,TRUE,West Town,Entire home/apt,$53.00,62,4.92,4.84,4.89,4.97,4.87,4.89,4.24,9
711486142430161200,0.8044047619047618,TRUE,379830684,2020-12-12,within an hour,1,TRUE,Avondale,Entire home/apt,$115.00,42,4.98,4.95,4.98,4.98,4.79,4.91,4.58,1
711841142491970800,0.7633396226415095,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$111.00,53,4.74,4.85,4.89,4.91,4.77,4.63,3.46,74
712446961560328600,0.6736153846153846,TRUE,395498979,2021-04-04,within an hour,74,TRUE,Near South Side,Entire home/apt,$111.00,39,4.62,4.87,4.87,4.95,4.64,4.51,2.54,74
712892042320742800,0.6022083333333333,TRUE,158948610,2017-11-16,within an hour,3,TRUE,Jefferson Park,Private room,$53.00,48,4.84,4.76,4.9,4.9,4.84,4.86,3.53,3
